Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Marzo,Abril
2015,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,48,49
2015,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,1,2
2015,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,47,35
2015,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,378,342
2015,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,45,52
2015,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,254,281
2015,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,2
2015,9,Ciudad de México,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,765,745
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,23,21
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,2,1
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,6,6
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,9,15
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,1,1
2015,10,Durango,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,1,0
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,7,4
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,10,14
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,135,168
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,26,45
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,20,11
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,2,0
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,61,80
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,7,5
2015,10,Durango,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,1,0
2015,10,Durango,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0
2015,10,Durango,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0
2015,10,Durango,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0
2015,10,Durango,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2015,10,Durango,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0
2015,10,Durango,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,5,2
2015,10,Durango,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0
2015,10,Durango,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2015,10,Durango,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0
2015,10,Durango,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2015,10,Durango,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2015,10,Durango,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0
2015,10,Durango,Libertad personal,Rapto,Rapto,Rapto,0,0
2015,10,Durango,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,7,3
2015,10,Durango,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,2,2
2015,10,Durango,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0
2015,10,Durango,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0
2015,10,Durango,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,10,18
2015,10,Durango,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,0,2
2015,10,Durango,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0
2015,10,Durango,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,32,42
2015,10,Durango,El patrimonio,Robo,Robo a casa habitación,Con violencia,6,11
2015,10,Durango,El patrimonio,Robo,Robo a casa habitación,Sin violencia,185,229
2015,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,27,27
2015,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,96,82
2015,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,5,5
2015,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de autopartes,Sin violencia,4,5
2015,10,Durango,El patrimonio,Robo,Robo a transportista,Con violencia,2,1
2015,10,Durango,El patrimonio,Robo,Robo a transportista,Sin violencia,0,1
2015,10,Durango,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,34,49
2015,10,Durango,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,12,15
2015,10,Durango,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,1
2015,10,Durango,El patrimonio,Robo,Robo a negocio,Con violencia,34,46
2015,10,Durango,El patrimonio,Robo,Robo a negocio,Sin violencia,81,77
2015,10,Durango,El patrimonio,Robo,Robo de ganado,Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de ganado,Sin violencia,30,28
2015,10,Durango,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0
2015,10,Durango,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2015,10,Durango,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0
2015,10,Durango,El patrimonio,Robo,Otros robos,Con violencia,13,73
2015,10,Durango,El patrimonio,Robo,Otros robos,Sin violencia,309,274
2015,10,Durango,El patrimonio,Fraude,Fraude,Fraude,118,121
2015,10,Durango,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,25,36
2015,10,Durango,El patrimonio,Extorsión,Extorsión,Extorsión,4,8
2015,10,Durango,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,188,170
2015,10,Durango,El patrimonio,Despojo,Despojo,Despojo,21,28
2015,10,Durango,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,18,26
2015,10,Durango,La familia,Violencia familiar,Violencia familiar,Violencia familiar,196,243
2015,10,Durango,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0
2015,10,Durango,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,0,0
2015,10,Durango,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0
2015,10,Durango,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,0
2015,10,Durango,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0
2015,10,Durango,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,1
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,0,0
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,121,164
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,7,9
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,0
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,12
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,15,0
2015,10,Durango,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,188,260
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,45,48
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,8,8
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,6,12
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,9,6
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,1,0
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,24,32
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,79,88
2015,11,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,50,47
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,75,56
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,824,790
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,3,0
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,1,0
2015,11,Guanajuato,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0
2015,11,Guanajuato,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0
2015,11,Guanajuato,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,1,1
2015,11,Guanajuato,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,1
2015,11,Guanajuato,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2015,11,Guanajuato,La vida y la Integridad corporal,Aborto,Aborto,Aborto,2,3
2015,11,Guanajuato,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0
2015,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0
2015,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2015,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,2
2015,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2015,11,Guanajuato,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2015,11,Guanajuato,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,2,2
2015,11,Guanajuato,Libertad personal,Rapto,Rapto,Rapto,0,0
2015,11,Guanajuato,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0
2015,11,Guanajuato,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,80,87
2015,11,Guanajuato,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,23,23
2015,11,Guanajuato,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,6,3
2015,11,Guanajuato,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,62,59
2015,11,Guanajuato,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,3,3
2015,11,Guanajuato,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,1,1
2015,11,Guanajuato,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0
2015,11,Guanajuato,El patrimonio,Robo,Robo a casa habitación,Con violencia,8,10
2015,11,Guanajuato,El patrimonio,Robo,Robo a casa habitación,Sin violencia,321,339
2015,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,55,32
2015,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,387,331
2015,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0
2015,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0
2015,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2015,11,Guanajuato,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2015,11,Guanajuato,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0
2015,11,Guanajuato,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0
2015,11,Guanajuato,El patrimonio,Robo,Robo a transportista,Con violencia,2,2
2015,11,Guanajuato,El patrimonio,Robo,Robo a transportista,Sin violencia,2,2
2015,11,Guanajuato,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,18,9
